?	hoàng tử	hoàng tử	N	root	['hoàng tử', 'ROOT']	[1, 0]
?	quan trọng	quan trọng	ADJ	amod	['quan trọng', 'nét']	[8, 7]
?	hơn	hơn	ADJ	advmod:adj	['hơn', 'nét']	[9, 7]
?	nữa	nữa	ADV	advmod	['nữa', 'hơn']	[10, 9]

?	tha	tha	VERB	root	['tha', 'ROOT']	[7, 0]
?	nhưng	nhưng	SCONJ	mark	['nhưng', 'tha']	[1, 7]
?	này	này	PROPN	discourse	['này', 'nhưng']	[2, 1]
?	bạn	bạn	N	nsubj	['bạn', 'tha']	[5, 7]
?	các	các	DET	det	['các', 'bạn']	[4, 5]
?	phải	phải	AUX	aux	['phải', 'tha']	[6, 7]
?	lỗi	lỗi	N	compound:verbnoun	['lỗi', 'tha']	[8, 7]
?	tôi	tôi	PROPN	obl:comp	['tôi', 'tha']	[10, 7]
?	cho	cho	ADV	case	['cho', 'tôi']	[9, 10]

?	giống	giống	VERB	root	['giống', 'ROOT']	[4, 0]
?	có lẽ	có lẽ	ADV	advmod	['có lẽ', 'giống']	[1, 4]
?	tôi	tôi	PROPN	nsubj	['tôi', 'giống']	[2, 4]
?	hơi	hơi	ADV	advmod	['hơi', 'giống']	[3, 4]
?	người lớn	người lớn	N	obj	['người lớn', 'giống']	[6, 4]
?	những	những	DET	det	['những', 'người lớn']	[5, 6]
?	rồi	rồi	PRT	discourse	['rồi', 'giống']	[7, 4]

?	phải	phải	ADJ	root	['phải', 'ROOT']	[2, 0]
?	đúng	đúng	ADJ	conj	['đúng', 'phải']	[4, 2]
?	đấy	đấy	PRT	discourse	['đấy', 'đúng']	[5, 4]

?	tốt	tốt	ADJ	root	['tốt', 'ROOT']	[4, 0]
?	ồ	ồ	INTJ	discourse	['ồ', 'tốt']	[2, 4]
?	quá	quá	ADV	advmod	['quá', 'tốt']	[5, 4]

?	để	để	VERB	root	['để', 'ROOT']	[13, 0]
?	nhánh	nhánh	N	advcl	['nhánh', 'để']	[3, 13]
?	nếu	nếu	SCONJ	mark	['nếu', 'nhánh']	[1, 3]
?	là	là	AUX	cop	['là', 'nhánh']	[2, 3]
?	dưa	dưa	N	nmod	['dưa', 'nhánh']	[4, 3]
?	nhánh	nhánh	N	conj	['nhánh', 'nhánh']	[7, 3]
?	hay	hay	CONJ	cc	['hay', 'nhánh']	[5, 7]
?	một	một	NUM	nummod	['một', 'nhánh']	[6, 7]
?	hồng	hồng	N	nmod	['hồng', 'nhánh']	[8, 7]
?	ta	ta	PROPN	nsubj	['ta', 'để']	[10, 13]
?	có thể	có thể	ADV	advmod	['có thể', 'để']	[11, 13]
?	muốn	muốn	AUX	aux	['muốn', 'để']	[12, 13]
?	nó	nó	PROPN	obl:comp	['nó', 'để']	[15, 13]
?	cho	cho	SCONJ	case	['cho', 'nó']	[14, 15]
?	mọc	mọc	VERB	xcomp	['mọc', 'để']	[16, 13]
?	thế nào	thế nào	PROPN	obl	['thế nào', 'mọc']	[17, 16]
?	tuỳ ý	tuỳ ý	VERB	xcomp	['tuỳ ý', 'mọc']	[18, 16]

?	biết	biết	VERB	root	['biết', 'ROOT']	[5, 0]
?	ngày	ngày	N	obl:tmod	['ngày', 'biết']	[2, 5]
?	mỗi	mỗi	DET	det	['mỗi', 'ngày']	[1, 2]
?	tôi	tôi	PROPN	nsubj	['tôi', 'biết']	[3, 5]
?	lại	lại	ADV	advmod	['lại', 'biết']	[4, 5]
?	thêm	thêm	VERB	compound:svc	['thêm', 'biết']	[6, 5]
?	điều	điều	N	obj	['điều', 'biết']	[8, 5]
?	một	một	NUM	nummod	['một', 'điều']	[7, 8]
?	gì	gì	PROPN	det:pmod	['gì', 'điều']	[9, 8]
?	đó	đó	PROPN	det:pmod	['đó', 'gì']	[10, 9]
?	hành tinh	hành tinh	N	obl	['hành tinh', 'điều']	[12, 8]
?	về	về	ADV	case	['về', 'hành tinh']	[11, 12]
?	lúc	lúc	N	conj	['lúc', 'hành tinh']	[15, 12]
?	về	về	ADV	case	['về', 'lúc']	[14, 15]
?	ra	ra	VERB	obl:tmod	['ra', 'lúc']	[16, 15]
?	đi	đi	VERB	compound:svc	['đi', 'ra']	[17, 16]
?	cuộc	cuộc	N	conj	['cuộc', 'hành tinh']	[20, 12]
?	về	về	ADV	case	['về', 'cuộc']	[19, 20]
?	du hành	du hành	VERB	acl:tonp	['du hành', 'cuộc']	[21, 20]
?	cậu	cậu	N	nmod:poss	['cậu', 'cuộc']	[23, 20]
?	của	của	ADV	case	['của', 'cậu']	[22, 23]

?	cố	cố	VERB	root	['cố', 'ROOT']	[3, 0]
?	tôi	tôi	PROPN	nsubj	['tôi', 'cố']	[1, 3]
?	sẽ	sẽ	ADV	advmod	['sẽ', 'cố']	[2, 3]
?	thử	thử	VERB	xcomp	['thử', 'cố']	[4, 3]
?	hẳn	hẳn	ADJ	parataxis	['hẳn', 'cố']	[6, 3]
?	thế	thế	PRT	discourse	['thế', 'hẳn']	[7, 6]
?	làm	làm	VERB	conj	['làm', 'cố']	[9, 3]
?	chân dung	chân dung	N	obj	['chân dung', 'làm']	[12, 9]
?	những	những	DET	det	['những', 'chân dung']	[10, 12]
?	bức	bức	N	clf	['bức', 'những']	[11, 10]
?	giống	giống	VERB	acl:subj	['giống', 'chân dung']	[14, 12]
?	càng	càng	ADV	advmod	['càng', 'giống']	[13, 14]
?	hay	hay	ADJ	conj	['hay', 'giống']	[16, 14]
?	càng	càng	ADV	advmod	['càng', 'hay']	[15, 16]

?	giận	giận	VERB	root	['giận', 'ROOT']	[3, 0]
?	nên	nên	AUX	aux	['nên', 'giận']	[2, 3]
?	không	không	ADV	advmod:neg	['không', 'nên']	[1, 2]
?	họ	họ	PROPN	obj	['họ', 'giận']	[4, 3]

?	chồng	chồng	VERB	root	['chồng', 'ROOT']	[3, 0]
?	phải	phải	AUX	aux	['phải', 'chồng']	[2, 3]
?	này	này	PROPN	obj	['này', 'chồng']	[5, 3]
?	con	con	N	det:clf	['con', 'này']	[4, 5]
?	lên	lên	VERB	xcomp	['lên', 'chồng']	[6, 3]
?	kia	kia	PROPN	obj	['kia', 'lên']	[8, 6]
?	con	con	N	det:clf	['con', 'kia']	[7, 8]

?	nói	nói	VERB	root	['nói', 'ROOT']	[4, 0]
?	nhưng	nhưng	SCONJ	mark	['nhưng', 'nói']	[1, 4]
?	ông hoàng	ông hoàng	N	nsubj	['ông hoàng', 'nói']	[2, 4]
?	nhỏ	nhỏ	ADJ	amod	['nhỏ', 'ông hoàng']	[3, 2]
?	thêm	thêm	VERB	compound:svc	['thêm', 'nói']	[5, 4]

?	ăn	ăn	VERB	root	['ăn', 'ROOT']	[4, 0]
?	cho nên	cho nên	SCONJ	mark	['cho nên', 'ăn']	[2, 4]
?	chúng	chúng	PROPN	nsubj	['chúng', 'ăn']	[3, 4]
?	cây	cây	N	obj	['cây', 'ăn']	[7, 4]
?	cả	cả	PRT	discourse	['cả', 'cây']	[5, 7]
?	những	những	DET	det	['những', 'cây']	[6, 7]
?	baobab	baobab	N	nmod	['baobab', 'cây']	[8, 7]
?	chứ	chứ	PRT	discourse	['chứ', 'ăn']	[9, 4]

?	nhiễm	nhiễm	VERB	root	['nhiễm', 'ROOT']	[2, 0]
?	chúng	chúng	PROPN	nsubj	['chúng', 'nhiễm']	[1, 2]
?	đầy	đầy	ADJ	advmod:adj	['đầy', 'nhiễm']	[3, 2]
?	cả	cả	PRT	discourse	['cả', 'nhiễm']	[4, 2]
?	tinh cầu	tinh cầu	N	obj	['tinh cầu', 'nhiễm']	[5, 2]

?	bắt đầu	bắt đầu	VERB	root	['bắt đầu', 'ROOT']	[10, 0]
?	baobab	baobab	N	nsubj	['baobab', 'bắt đầu']	[3, 10]
?	bọn	bọn	N	det:clf	['bọn', 'baobab']	[2, 3]
?	khi	khi	N	obl:tmod	['khi', 'bắt đầu']	[6, 10]
?	trước	trước	ADV	case	['trước', 'khi']	[5, 6]
?	lớn	lớn	ADJ	acl:tmod	['lớn', 'khi']	[7, 6]
?	cũng	cũng	ADV	advmod	['cũng', 'bắt đầu']	[9, 10]
?	bé	bé	ADJ	acomp	['bé', 'bắt đầu']	[11, 10]
?	tẹo	tẹo	ADJ	compound:adj	['tẹo', 'bé']	[12, 11]
?	chứ	chứ	PRT	discourse	['chứ', 'bắt đầu']	[13, 10]

?	bắt	bắt	VERB	root	['bắt', 'ROOT']	[4, 0]
?	và	và	CONJ	cc	['và', 'bắt']	[1, 4]
?	tôi	tôi	PROPN	nsubj	['tôi', 'bắt']	[2, 4]
?	phải	phải	AUX	aux	['phải', 'bắt']	[3, 4]
?	trí	trí	N	obj	['trí', 'bắt']	[5, 4]
?	thông minh	thông minh	ADJ	compound:amod	['thông minh', 'trí']	[6, 5]
?	tôi	tôi	PROPN	nmod:poss	['tôi', 'trí']	[8, 5]
?	của	của	ADV	case	['của', 'tôi']	[7, 8]
?	làm việc	làm việc	VERB	xcomp	['làm việc', 'bắt']	[9, 4]
?	dữ dội	dữ dội	ADJ	advmod:adj	['dữ dội', 'làm việc']	[10, 9]
?	hiểu	hiểu	VERB	conj	['hiểu', 'làm việc']	[13, 9]
?	mới	mới	SCONJ	cc	['mới', 'hiểu']	[11, 13]
?	tự	tự	PROPN	advmod:adj	['tự', 'hiểu']	[12, 13]
?	được	được	ADV	advmod	['được', 'hiểu']	[14, 13]
?	vấn đề	vấn đề	N	obj	['vấn đề', 'hiểu']	[15, 13]
?	ấy	ấy	PROPN	det:pmod	['ấy', 'vấn đề']	[16, 15]

?	làm	làm	VERB	root	['làm', 'ROOT']	[5, 0]
?	ý nghĩ	ý nghĩ	N	nsubj	['ý nghĩ', 'làm']	[1, 5]
?	voi	voi	N	obl	['voi', 'ý nghĩ']	[4, 1]
?	về	về	ADV	case	['về', 'voi']	[2, 4]
?	đàn	đàn	N	det:clf	['đàn', 'voi']	[3, 4]
?	ông hoàng	ông hoàng	N	obl:comp	['ông hoàng', 'làm']	[7, 5]
?	cho	cho	ADV	case	['cho', 'ông hoàng']	[6, 7]
?	nhỏ	nhỏ	ADJ	amod	['nhỏ', 'ông hoàng']	[8, 7]
?	bật	bật	VERB	xcomp	['bật', 'làm']	[9, 5]
?	cười	cười	VERB	compound:svc	['cười', 'bật']	[10, 9]

?	có	có	VERB	root	['có', 'ROOT']	[4, 0]
?	do	do	ADV	cc	['do', 'có']	[1, 4]
?	đó	đó	PROPN	fixed	['đó', 'do']	[2, 1]
?	hạt	hạt	N	obj	['hạt', 'có']	[5, 4]
?	tốt	tốt	ADJ	amod	['tốt', 'hạt']	[6, 5]
?	cỏ	cỏ	N	nmod:poss	['cỏ', 'hạt']	[8, 5]
?	của	của	ADV	case	['của', 'cỏ']	[7, 8]
?	tốt	tốt	ADJ	amod	['tốt', 'cỏ']	[9, 8]
?	hạt	hạt	N	conj	['hạt', 'hạt']	[11, 5]
?	và	và	CONJ	cc	['và', 'hạt']	[10, 11]
?	xấu	xấu	ADJ	amod	['xấu', 'hạt']	[12, 11]
?	cỏ	cỏ	N	nmod:poss	['cỏ', 'hạt']	[14, 11]
?	của	của	ADV	case	['của', 'cỏ']	[13, 14]
?	xấu	xấu	ADJ	amod	['xấu', 'cỏ']	[15, 14]

?	vấn đề	vấn đề	N	root	['vấn đề', 'ROOT']	[4, 0]
?	đây	đây	PROPN	nsubj	['đây', 'vấn đề']	[1, 4]
?	là	là	AUX	cop	['là', 'vấn đề']	[2, 4]
?	một	một	NUM	nummod	['một', 'vấn đề']	[3, 4]
?	kỷ luật	kỷ luật	N	nmod	['kỷ luật', 'vấn đề']	[5, 4]
?	nói	nói	VERB	parataxis	['nói', 'vấn đề']	[11, 4]
?	ông hoàng	ông hoàng	N	nsubj	['ông hoàng', 'nói']	[7, 11]
?	nhỏ	nhỏ	ADJ	amod	['nhỏ', 'ông hoàng']	[8, 7]
?	sau	sau	N	obl	['sau', 'nói']	[10, 11]
?	về	về	ADV	case	['về', 'sau']	[9, 10]
?	tôi	tôi	PROPN	obl:with	['tôi', 'nói']	[13, 11]
?	với	với	SCONJ	case	['với', 'tôi']	[12, 13]

?	việc làm	việc làm	N	root	['việc làm', 'ROOT']	[4, 0]
?	đó	đó	PROPN	nsubj	['đó', 'việc làm']	[1, 4]
?	là	là	AUX	cop	['là', 'việc làm']	[2, 4]
?	một	một	NUM	nummod	['một', 'việc làm']	[3, 4]
?	chán	chán	ADJ	amod	['chán', 'việc làm']	[5, 4]
?	lắm	lắm	ADV	advmod	['lắm', 'chán']	[6, 5]
?	dễ	dễ	ADJ	conj	['dễ', 'việc làm']	[10, 4]
?	nhưng mà	nhưng mà	SCONJ	mark	['nhưng mà', 'dễ']	[8, 10]
?	thật	thật	ADV	advmod	['thật', 'dễ']	[9, 10]

?	có ích	có ích	ADJ	root	['có ích', 'ROOT']	[19, 0]
?	ngày kia	ngày kia	N	obl:tmod	['ngày kia', 'có ích']	[2, 19]
?	một	một	NUM	nummod	['một', 'ngày kia']	[1, 2]
?	lên đường	lên đường	VERB	advcl	['lên đường', 'có ích']	[8, 19]
?	nếu	nếu	SCONJ	mark	['nếu', 'lên đường']	[4, 8]
?	bạn	bạn	N	nsubj	['bạn', 'lên đường']	[6, 8]
?	các	các	DET	det	['các', 'bạn']	[5, 6]
?	ấy	ấy	PROPN	det:pmod	['ấy', 'bạn']	[7, 6]
?	nói	nói	VERB	parataxis	['nói', 'có ích']	[12, 19]
?	em	em	N	nsubj	['em', 'nói']	[11, 12]
?	cậu	cậu	N	det:clf	['cậu', 'em']	[10, 11]
?	tôi	tôi	PROPN	obl:with	['tôi', 'nói']	[14, 12]
?	với	với	SCONJ	case	['với', 'tôi']	[13, 14]
?	chuyện	chuyện	N	nsubj	['chuyện', 'có ích']	[16, 19]
?	ấy	ấy	PROPN	det:pmod	['ấy', 'chuyện']	[17, 16]
?	sẽ	sẽ	ADV	advmod	['sẽ', 'có ích']	[18, 19]
?	họ	họ	PROPN	obl:comp	['họ', 'có ích']	[21, 19]
?	cho	cho	SCONJ	case	['cho', 'họ']	[20, 21]

?	thích	thích	VERB	root	['thích', 'ROOT']	[4, 0]
?	tôi	tôi	PROPN	nsubj	['tôi', 'thích']	[1, 4]
?	tuyệt	tuyệt	ADV	advmod	['tuyệt', 'thích']	[2, 4]
?	không	không	ADV	advmod:neg	['không', 'thích']	[3, 4]
?	lên mặt	lên mặt	VERB	xcomp	['lên mặt', 'thích']	[5, 4]
?	dạy đời	dạy đời	VERB	fixed	['dạy đời', 'lên mặt']	[6, 5]

?	thích	thích	VERB	root	['thích', 'ROOT']	[4, 0]
?	tôi	tôi	PROPN	nsubj	['tôi', 'thích']	[2, 4]
?	rất	rất	ADV	advmod	['rất', 'thích']	[3, 4]
?	cảnh	cảnh	N	obj	['cảnh', 'thích']	[5, 4]
?	lặn	lặn	VERB	acl	['lặn', 'cảnh']	[7, 5]
?	mặt trời	mặt trời	N	nsubj	['mặt trời', 'lặn']	[6, 7]

?	biết	biết	VERB	root	['biết', 'ROOT']	[3, 0]
?	tôi	tôi	PROPN	nsubj	['tôi', 'biết']	[1, 3]
?	không	không	ADV	advmod:neg	['không', 'biết']	[2, 3]

?	cho	cho	VERB	root	['cho', 'ROOT']	[2, 0]
?	nó	nó	PROPN	nsubj	['nó', 'cho']	[1, 2]
?	rễ	rễ	N	obj	['rễ', 'cho']	[3, 2]
?	nó	nó	PROPN	nmod:poss	['nó', 'rễ']	[5, 3]
?	của	của	ADV	case	['của', 'nó']	[4, 5]
?	xói đục	xói đục	VERB	xcomp	['xói đục', 'cho']	[6, 2]
?	hành tinh	hành tinh	N	obj	['hành tinh', 'xói đục']	[7, 6]

?	câu	câu	N	root	['câu', 'ROOT']	[1, 0]
?	trả lời	trả lời	VERB	compound:vmod	['trả lời', 'câu']	[2, 1]
?	đơn giản	đơn giản	ADJ	nmod	['đơn giản', 'câu']	[3, 1]
?	thôi	thôi	PRT	discourse	['thôi', 'câu']	[4, 1]
?	thử	thử	VERB	parataxis	['thử', 'câu']	[8, 1]
?	tôi	tôi	PROPN	nsubj	['tôi', 'thử']	[6, 8]
?	có	có	ADV	advmod	['có', 'thử']	[7, 8]
?	vẽ	vẽ	VERB	xcomp	['vẽ', 'thử']	[9, 8]
?	thành	thành	VERB	conj	['thành', 'thử']	[12, 8]
?	nhưng	nhưng	SCONJ	mark	['nhưng', 'thành']	[10, 12]
?	không	không	ADV	advmod:neg	['không', 'thành']	[11, 12]

?	yếu đuối	yếu đuối	ADJ	root	['yếu đuối', 'ROOT']	[3, 0]
?	loài	loài	N	nsubj	['loài', 'yếu đuối']	[1, 3]
?	hoa	hoa	N	nmod	['hoa', 'loài']	[2, 1]
?	lắm	lắm	ADV	advmod	['lắm', 'yếu đuối']	[4, 3]

?	tin	tin	VERB	root	['tin', 'ROOT']	[4, 0]
?	tôi	tôi	PROPN	nsubj	['tôi', 'tin']	[2, 4]
?	không	không	ADV	advmod:neg	['không', 'tin']	[3, 4]

?	bận	bận	ADJ	root	['bận', 'ROOT']	[4, 0]
?	tôi	tôi	PROPN	nsubj	['tôi', 'bận']	[1, 4]
?	bấy giờ	bấy giờ	PROPN	obl:tmod	['bấy giờ', 'bận']	[2, 4]
?	đang	đang	ADV	advmod	['đang', 'bận']	[3, 4]
?	tháo	tháo	VERB	xcomp	['tháo', 'bận']	[5, 4]
?	đinh ốc	đinh ốc	N	obj	['đinh ốc', 'bận']	[7, 4]
?	một	một	NUM	nummod	['một', 'đinh ốc']	[6, 7]
?	vặn	vặn	VERB	acl:subj	['vặn', 'đinh ốc']	[8, 7]
?	chặt	chặt	ADJ	acomp	['chặt', 'vặn']	[10, 8]
?	quá	quá	ADV	advmod	['quá', 'chặt']	[9, 10]
?	động cơ	động cơ	N	obl	['động cơ', 'đinh ốc']	[12, 7]
?	trong	trong	ADV	case	['trong', 'động cơ']	[11, 12]
?	tôi	tôi	PROPN	nmod:poss	['tôi', 'động cơ']	[14, 12]
?	của	của	ADV	case	['của', 'tôi']	[13, 14]

?	làm	làm	VERB	root	['làm', 'ROOT']	[13, 0]
?	khi	khi	N	obl:tmod	['khi', 'làm']	[1, 13]
?	làm	làm	VERB	acl:subj	['làm', 'khi']	[3, 1]
?	ta	ta	PROPN	nsubj	['ta', 'làm']	[2, 3]
?	vệ sinh	vệ sinh	N	obj	['vệ sinh', 'làm']	[4, 3]
?	ta	ta	PROPN	obl:comp	['ta', 'làm']	[6, 3]
?	cho	cho	SCONJ	case	['cho', 'ta']	[5, 6]
?	buổi	buổi	N	obl:tmod	['buổi', 'làm']	[7, 3]
?	sáng	sáng	N	compound	['sáng', 'buổi']	[8, 7]
?	rồi	rồi	ADV	advmod	['rồi', 'làm']	[9, 3]
?	ta	ta	PROPN	nsubj	['ta', 'làm']	[11, 13]
?	phải	phải	AUX	aux	['phải', 'làm']	[12, 13]
?	kỹ	kỹ	ADJ	advmod:adj	['kỹ', 'làm']	[14, 13]
?	vệ sinh	vệ sinh	N	obj	['vệ sinh', 'làm']	[15, 13]
?	hành tinh	hành tinh	N	obl:comp	['hành tinh', 'làm']	[17, 13]
?	cho	cho	SCONJ	case	['cho', 'hành tinh']	[16, 17]

?	vẽ	vẽ	VERB	root	['vẽ', 'ROOT']	[12, 0]
?	thế là	thế là	SCONJ	cc	['thế là', 'vẽ']	[1, 12]
?	theo	theo	VERB	advcl	['theo', 'vẽ']	[3, 12]
?	sự	sự	N	obj	['sự', 'theo']	[4, 3]
?	chỉ dẫn	chỉ dẫn	VERB	acl:tonp	['chỉ dẫn', 'sự']	[5, 4]
?	ông hoàng	ông hoàng	N	nmod:poss	['ông hoàng', 'sự']	[7, 4]
?	của	của	ADV	case	['của', 'ông hoàng']	[6, 7]
?	nhỏ	nhỏ	ADJ	amod	['nhỏ', 'ông hoàng']	[8, 7]
?	tôi	tôi	PROPN	nsubj	['tôi', 'vẽ']	[10, 12]
?	đã	đã	ADV	advmod	['đã', 'vẽ']	[11, 12]
?	tinh cầu	tinh cầu	N	obj	['tinh cầu', 'vẽ']	[13, 12]
?	đó	đó	PROPN	det:pmod	['đó', 'tinh cầu']	[14, 13]

?	ôi	ôi	INTJ	root	['ôi', 'ROOT']	[1, 0]

?	bật	bật	VERB	root	['bật', 'ROOT']	[3, 0]
?	thốt nhiên	thốt nhiên	ADV	advmod	['thốt nhiên', 'bật']	[1, 3]
?	em	em	N	nsubj	['em', 'bật']	[2, 3]
?	lên	lên	VERB	compound:dir	['lên', 'bật']	[4, 3]
?	nức nở	nức nở	VERB	xcomp	['nức nở', 'bật']	[5, 3]

?	đúng	đúng	ADJ	root	['đúng', 'ROOT']	[2, 0]
?	là	là	N	discourse	['là', 'đúng']	[3, 2]
?	thế	thế	PROPN	obl	['thế', 'đúng']	[5, 2]
?	như	như	SCONJ	case	['như', 'thế']	[4, 5]

?	buông	buông	VERB	root	['buông', 'ROOT']	[3, 0]
?	đêm	đêm	N	nsubj	['đêm', 'buông']	[1, 3]
?	đã	đã	ADV	advmod	['đã', 'buông']	[2, 3]
?	xuống	xuống	VERB	compound:dir	['xuống', 'buông']	[4, 3]

?	tái xanh	tái xanh	ADJ	root	['tái xanh', 'ROOT']	[5, 0]
?	ông hoàng	ông hoàng	N	nsubj	['ông hoàng', 'tái xanh']	[1, 5]
?	bé nhỏ	bé nhỏ	ADJ	amod	['bé nhỏ', 'ông hoàng']	[2, 1]
?	lúc	lúc	N	obl:tmod	['lúc', 'tái xanh']	[3, 5]
?	này	này	PROPN	det:pmod	['này', 'lúc']	[4, 3]
?	giận	giận	VERB	advcl	['giận', 'tái xanh']	[7, 5]
?	vì	vì	ADV	mark	['vì', 'giận']	[6, 7]

?	yêu	yêu	VERB	root	['yêu', 'ROOT']	[3, 0]
?	không	không	ADV	advmod:neg	['không', 'yêu']	[1, 3]
?	hề	hề	PRT	discourse	['hề', 'yêu']	[2, 3]
?	người	người	N	obj	['người', 'yêu']	[5, 3]
?	một	một	NUM	nummod	['một', 'người']	[4, 5]
?	nào	nào	PROPN	compound:pron	['nào', 'người']	[6, 5]

?	ngắm	ngắm	VERB	root	['ngắm', 'ROOT']	[3, 0]
?	không	không	ADV	advmod:neg	['không', 'ngắm']	[1, 3]
?	hề	hề	PRT	discourse	['hề', 'ngắm']	[2, 3]
?	sao	sao	N	obj	['sao', 'ngắm']	[6, 3]
?	một	một	NUM	nummod	['một', 'sao']	[4, 6]
?	vì	vì	N	clf	['vì', 'một']	[5, 4]

?	ngửi	ngửi	VERB	root	['ngửi', 'ROOT']	[5, 0]
?	ông	ông	N	nsubj	['ông', 'ngửi']	[1, 5]
?	ta	ta	PROPN	compound:pron	['ta', 'ông']	[2, 1]
?	không	không	ADV	advmod:neg	['không', 'ngửi']	[3, 5]
?	hề	hề	PRT	discourse	['hề', 'ngửi']	[4, 5]
?	hoa	hoa	N	obj	['hoa', 'ngửi']	[8, 5]
?	một	một	NUM	nummod	['một', 'hoa']	[6, 8]
?	bông	bông	N	clf	['bông', 'một']	[7, 6]

?	làm	làm	VERB	root	['làm', 'ROOT']	[3, 0]
?	câu	câu	N	nsubj	['câu', 'làm']	[1, 3]
?	ấy	ấy	PROPN	compound:pron	['ấy', 'câu']	[2, 1]
?	tôi	tôi	PROPN	obj	['tôi', 'làm']	[4, 3]
?	xấu hổ	xấu hổ	VERB	xcomp	['xấu hổ', 'làm']	[6, 3]
?	hơi	hơi	ADV	advmod	['hơi', 'xấu hổ']	[5, 6]

?	kêu	kêu	VERB	root	['kêu', 'ROOT']	[7, 0]
?	nhưng	nhưng	SCONJ	mark	['nhưng', 'kêu']	[1, 7]
?	sau	sau	N	obl:tmod	['sau', 'kêu']	[2, 7]
?	lát	lát	N	acl:tmod	['lát', 'sau']	[4, 2]
?	một	một	NUM	nummod	['một', 'lát']	[3, 4]
?	im lặng	im lặng	ADJ	amod	['im lặng', 'lát']	[5, 4]
?	em	em	N	nsubj	['em', 'kêu']	[6, 7]
?	lên	lên	VERB	compound:dir	['lên', 'kêu']	[8, 7]
?	giận dỗi	giận dỗi	VERB	xcomp	['giận dỗi', 'kêu']	[10, 7]
?	một cách	một cách	ADV	advmod	['một cách', 'giận dỗi']	[9, 10]

?	đi	đi	VERB	root	['đi', 'ROOT']	[2, 0]
?	ta	ta	PROPN	nsubj	['ta', 'đi']	[1, 2]
?	xem	xem	VERB	xcomp	['xem', 'đi']	[3, 2]
?	mặt trời	mặt trời	N	obj	['mặt trời', 'xem']	[4, 3]
?	lặn	lặn	VERB	acl:subj	['lặn', 'mặt trời']	[5, 4]
?	đi	đi	ADV	advmod	['đi', 'đi']	[6, 2]

?	hoãn	hoãn	VERB	root	['hoãn', 'ROOT']	[2, 0]
?	đôi khi	đôi khi	ADV	advmod	['đôi khi', 'hoãn']	[1, 2]
?	lại	lại	VERB	compound:svc	['lại', 'hoãn']	[3, 2]
?	việc	việc	N	obj	['việc', 'hoãn']	[5, 2]
?	một	một	NUM	nummod	['một', 'việc']	[4, 5]
?	hại	hại	VERB	xcomp	['hại', 'hoãn']	[8, 2]
?	cũng	cũng	ADV	advmod	['cũng', 'hại']	[6, 8]
?	chẳng	chẳng	ADV	advmod:neg	['chẳng', 'hại']	[7, 8]
?	gì	gì	PRT	discourse	['gì', 'hoãn']	[9, 2]

?	đợi	đợi	VERB	root	['đợi', 'ROOT']	[4, 0]
?	nhưng	nhưng	SCONJ	mark	['nhưng', 'đợi']	[2, 4]
?	phải	phải	AUX	aux	['phải', 'đợi']	[3, 4]
?	chứ	chứ	PRT	discourse	['chứ', 'đợi']	[5, 4]

?	đợi	đợi	VERB	root	['đợi', 'ROOT']	[2, 0]
?	lúc	lúc	N	obj	['lúc', 'đợi']	[3, 2]
?	lặn	lặn	VERB	acl	['lặn', 'lúc']	[6, 3]
?	mặt trời	mặt trời	N	nsubj	['mặt trời', 'lặn']	[4, 6]
?	đó	đó	PROPN	det:pmod	['đó', 'mặt trời']	[5, 4]

?	nhìn	nhìn	VERB	root	['nhìn', 'ROOT']	[3, 0]
?	em	em	N	nsubj	['em', 'nhìn']	[2, 3]
?	cậu	cậu	N	det:clf	['cậu', 'em']	[1, 2]
?	thấy	thấy	VERB	compound:svc	['thấy', 'nhìn']	[4, 3]
?	tôi	tôi	PROPN	obj	['tôi', 'nhìn']	[5, 3]
?	cầm	cầm	VERB	ccomp	['cầm', 'nhìn']	[7, 3]
?	tay	tay	N	nsubj	['tay', 'cầm']	[6, 7]
?	búa	búa	N	obj	['búa', 'cầm']	[8, 7]
?	đen thui	đen thui	ADJ	conj	['đen thui', 'cầm']	[12, 7]
?	ngón	ngón	N	nsubj	['ngón', 'đen thui']	[11, 12]
?	các	các	DET	det	['các', 'ngón']	[10, 11]
?	dầu máy	dầu máy	N	obl	['dầu máy', 'đen thui']	[14, 12]
?	vì	vì	ADV	case	['vì', 'dầu máy']	[13, 14]
?	cúi	cúi	VERB	conj	['cúi', 'nhìn']	[16, 3]
?	xuống	xuống	VERB	compound:svc	['xuống', 'cúi']	[17, 16]
?	vật	vật	N	obj	['vật', 'cúi']	[19, 16]
?	một	một	NUM	nummod	['một', 'vật']	[18, 19]
?	xấu xí	xấu xí	ADJ	acomp	['xấu xí', 'vật']	[25, 19]
?	mà	mà	SCONJ	mark	['mà', 'xấu xí']	[20, 25]
?	em	em	N	nsubj	['em', 'xấu xí']	[21, 25]
?	xem ra	xem ra	VERB	advmod	['xem ra', 'xấu xí']	[22, 25]
?	thật	thật	ADV	advmod	['thật', 'xấu xí']	[23, 25]
?	là	là	PRT	discourse	['là', 'xấu xí']	[24, 25]

?	nói	nói	VERB	root	['nói', 'ROOT']	[3, 0]
?	ông	ông	N	nsubj	['ông', 'nói']	[2, 3]
