# ::id 1
# ::snt hoàng tử bé Saint-Exupéry ( Vĩnh Lạc dịch )
root	hoàng tử	hoàng tử	N	root	['hoàng tử', 'ROOT']	['1', '0']
:polarity	không	không	ADV	advmod:neg	['không', 'vẽ']	['16', '17']
:ARG1	máy bay	máy bay	N	obj	['máy bay', 'vẽ']	['19', '17']
:classifier	chiếc	chiếc	N	det:clf	['chiếc', 'máy bay']	['18', '19']
:amr-unknow	đâu	đâu	PRT	discourse	['đâu', 'vẽ']	['20', '17']
:mod	phức tạp	phức tạp	ADJ	advcl	['phức tạp', 'vẽ']	['26', '17']
:ARG0	bức	bức	N	nsubj	['bức', 'phức tạp']	['22', '26']
:?	vẽ	vẽ	VERB	acl:tonp	['vẽ', 'bức']	['23', '22']
:domain	đó	đó	PROPN	det:pmod	['đó', 'bức']	['24', '22']
:mod	quá	quá	ADV	advmod	['quá', 'phức tạp']	['25', '26']
:ARG0	tôi	tôi	PROPN	obl	['tôi', 'phức tạp']	['28', '26']
:accompainer	đối với	đối với	SCONJ	case	['đối với', 'tôi']	['27', '28']
:ARG0	em	em	N	nsubj	['em', 'hỏi']	['30', '31']
:ARG0	tôi	tôi	PROPN	obj	['tôi', 'hỏi']	['32', '31']

# ::id 484
# ::snt ông từ trên trời rơi xuống ư ?
root	rơi	rơi	VERB	root	['rơi', 'ROOT']	['5', '0']
:ARG0	ông	ông	N	nsubj	['ông', 'rơi']	['1', '5']
:direction	trên	trên	N	obl	['trên', 'rơi']	['3', '5']
*	từ	từ	ADV	case	['từ', 'trên']	['2', '3']
:part-of	trời	trời	N	compound	['trời', 'trên']	['4', '3']
:direction	xuống	xuống	VERB	compound:dir	['xuống', 'rơi']	['6', '5']
*	ư	ư	PRT	discourse	['ư', 'rơi']	['7', '5']

# ::id 485
# ::snt - thế là ông cũng từ trên trời rơi xuống !
root	rơi	rơi	VERB	root	['rơi', 'ROOT']	['8', '0']
*	thế là	thế là	SCONJ	cc	['thế là', 'rơi']	['2', '8']
:ARG0	ông	ông	N	nsubj	['ông', 'rơi']	['3', '8']
:direction	trên	trên	N	obl	['trên', 'rơi']	['6', '8']
*	từ	từ	ADV	case	['từ', 'trên']	['5', '6']
:mod	cũng	cũng	ADV	advmod	['cũng', 'từ']	['4', '5']
:part-of	trời	trời	N	compound	['trời', 'trên']	['7', '6']
:direction	xuống	xuống	VERB	compound:dir	['xuống', 'rơi']	['9', '8']

# ::id 486
# ::snt tôi muốn ai cũng phải đánh giá một cách nghiêm túc mọi tai nạn của tôi .
root	muốn	muốn	AUX	root	['muốn', 'ROOT']	['2', '0']
:ARG0	tôi	tôi	PROPN	nsubj	['tôi', 'muốn']	['1', '2']
:ARG0	đánh giá	đánh giá	VERB	ccomp	['đánh giá', 'muốn']	['6', '2']
:ARG0	ai	ai	PROPN	nsubj	['ai', 'đánh giá']	['3', '6']
:mod	cũng	cũng	ADV	advmod	['cũng', 'đánh giá']	['4', '6']
:obligate	phải	phải	AUX	aux	['phải', 'đánh giá']	['5', '6']
:mod	nghiêm túc	nghiêm túc	ADJ	advmod:adj	['nghiêm túc', 'đánh giá']	['8', '6']
:mod	một cách	một cách	ADV	advmod	['một cách', 'nghiêm túc']	['7', '8']
*	tai nạn	tai nạn	N	obj	['tai nạn', 'đánh giá']	['10', '6']
*	mọi	mọi	DET	det	['mọi', 'tai nạn']	['9', '10']
:ARG0	tôi	tôi	PROPN	nmod:poss	['tôi', 'tai nạn']	['12', '10']
*	của	của	ADV	case	['của', 'tôi']	['11', '12']

# ::id 487
# ::snt tôi chưa bao giờ kể lại câu chuyện này .
root	kể	kể	VERB	root	['kể', 'ROOT']	['4', '0']
:ARG0	tôi	tôi	PROPN	nsubj	['tôi', 'kể']	['1', '4']
:time	bao giờ	bao giờ	PROPN	obl:tmod	['bao giờ', 'kể']	['3', '4']
:polarity	chưa	chưa	ADV	advmod	['chưa', 'bao giờ']	['2', '3']
:direction	lại	lại	VERB	compound:dir	['lại', 'kể']	['5', '4']
:ARG1	câu chuyện	câu chuyện	N	obj	['câu chuyện', 'kể']	['6', '4']
:mod	này	này	PROPN	det:pmod	['này', 'câu chuyện']	['7', '6']

# ::id 488
# ::snt chúng ngủ trong bí mật cho đến khi một cái hạt nào trong bọn chúng nổi hứng muốn thức dậy ...
root	ngủ	ngủ	VERB	root	['ngủ', 'ROOT']	['2', '0']
:ARG0	chúng	chúng	PROPN	nsubj	['chúng', 'ngủ']	['1', '2']
:domain	bí mật	bí mật	N	obl	['bí mật', 'ngủ']	['4', '2']
:domain	trong	trong	ADV	case	['trong', 'bí mật']	['3', '4']
:duration	khi	khi	N	obl:tmod	['khi', 'ngủ']	['7', '2']
:duration	đến	đến	ADV	case	['đến', 'khi']	['6', '7']
*	cho	cho	ADV	advmod	['cho', 'đến']	['5', '6']
:time	nổi	nổi	VERB	acl:tmod	['nổi', 'khi']	['15', '7']
:quant	hạt	hạt	N	nsubj	['hạt', 'nổi']	['10', '15']
*	một	một	NUM	nummod	['một', 'hạt']	['8', '10']
:classifier	cái	cái	N	clf	['cái', 'một']	['9', '8']
:mod	nào	nào	PROPN	det:pmod	['nào', 'hạt']	['11', '10']
:domain	bọn	bọn	N	obl	['bọn', 'hạt']	['13', '10']
:domain	trong	trong	ADV	case	['trong', 'bọn']	['12', '13']
:?	chúng	chúng	PROPN	compound:pron	['chúng', 'bọn']	['14', '13']
:?	hứng	hứng	N	compound:verbnoun	['hứng', 'nổi']	['16', '15']
:ARG1	muốn	muốn	AUX	xcomp	['muốn', 'nổi']	['17', '15']
:?	thức	thức	VERB	xcomp	['thức', 'muốn']	['18', '17']
:?	dậy	dậy	VERB	compound:svc	['dậy', 'thức']	['19', '18']

# ::id 489
# ::snt Nó vươn vai , rụt rè nhú lên mặt trời một cái nhánh con hiền lành tuyệt xinh .
root	vươn	vươn	VERB	root	['vươn', 'ROOT']	['2', '0']
:ARG0	Nó	nó	PROPN	nsubj	['nó', 'vươn']	['1', '2']
:ARG1	vai	vai	N	obj	['vai', 'vươn']	['3', '2']
:ARG0	nhú	nhú	VERB	conj	['nhú', 'vươn']	['6', '2']
:mod	rụt rè	rụt rè	ADJ	advmod:adj	['rụt rè', 'nhú']	['5', '6']
:direction	lên	lên	VERB	compound:dir	['lên', 'nhú']	['7', '6']
:ARG2	mặt trời	mặt trời	N	obl	['mặt trời', 'lên']	['8', '7']
:ARG0	nhánh	nhánh	N	nsubj	['nhánh', 'nhú']	['11', '6']
*	một	một	NUM	nummod	['một', 'nhánh']	['9', '11']
:classifier	cái	cái	N	clf	['cái', 'một']	['10', '9']
:mod	con	con	ADJ	amod	['con', 'nhánh']	['12', '11']
:mod	hiền lành	hiền lành	ADJ	amod	['hiền lành', 'nhánh']	['13', '11']
:mod	xinh	xinh	ADJ	amod	['xinh', 'nhánh']	['15', '11']
:mod	tuyệt	tuyệt	ADV	advmod	['tuyệt', 'xinh']	['14', '15']

# ::id 490
# ::snt - nhưng mà ngồi trên cái đó thì ông cũng chẳng thể tới từ xa lắm đâu ...
root	tới	tới	VERB	root	['tới', 'ROOT']	['12', '0']
:?	ngồi	ngồi	VERB	advcl	['ngồi', 'tới']	['3', '12']
:contrast	nhưng mà	nhưng mà	SCONJ	mark	['nhưng mà', 'ngồi']	['2', '3']
:domain	đó	đó	PROPN	obl:comp	['đó', 'ngồi']	['6', '3']
:direction	trên	trên	ADV	case	['trên', 'đó']	['4', '6']
:classifier	cái	cái	N	det:clf	['cái', 'đó']	['5', '6']
*	thì	thì	SCONJ	mark	['thì', 'tới']	['7', '12']
:ARG0	ông	ông	N	nsubj	['ông', 'tới']	['8', '12']
:mod	cũng	cũng	ADV	advmod	['cũng', 'tới']	['9', '12']
:?	thể	thể	VERB	advmod	['thể', 'tới']	['11', '12']
:polarity	chẳng	chẳng	ADV	fixed	['chẳng', 'thể']	['10', '11']
:mod	xa	xa	ADJ	obl:comp	['xa', 'tới']	['14', '12']
*	từ	từ	ADV	case	['từ', 'xa']	['13', '14']
:mod	lắm	lắm	ADV	advmod	['lắm', 'xa']	['15', '14']
:amr-unknow	đâu	đâu	PRT	discourse	['đâu', 'tới']	['16', '12']

# ::id 491
# ::snt lời đề nghị đó có lẽ làm cho ông hoàng bé nhỏ không vừa lòng :
root	làm	làm	VERB	root	['làm', 'ROOT']	['5', '0']
:ARG0	lời	lời	N	nsubj	['lời', 'làm']	['1', '5']
:?	đề nghị	đề nghị	VERB	compound:vmod	['đề nghị', 'lời']	['2', '1']
:domain	đó	đó	PROPN	det:pmod	['đó', 'lời']	['3', '1']
:mod	có lẽ	có lẽ	ADV	advmod	['có lẽ', 'làm']	['4', '5']
:ARG2	ông hoàng	ông hoàng	N	obl:comp	['ông hoàng', 'làm']	['7', '5']
*	cho	cho	ADV	case	['cho', 'ông hoàng']	['6', '7']
:?	bé nhỏ	bé nhỏ	ADJ	amod	['bé nhỏ', 'ông hoàng']	['8', '7']
:manner	vừa lòng	vừa lòng	ADJ	acomp	['vừa lòng', 'làm']	['10', '5']
:polarity	không	không	ADV	advmod:neg	['không', 'vừa lòng']	['9', '10']

# ::id 492
# ::snt - nhưng không buộc nó lại , nó sẽ đi lung tung , nó sẽ đi lạc ...
root	đi	đi	VERB	root	['đi', 'ROOT']	['10', '0']
:?	buộc	buộc	VERB	advcl	['buộc', 'đi']	['4', '10']
:contrast	nhưng	nhưng	SCONJ	mark	['nhưng', 'buộc']	['2', '4']
:polarity	không	không	ADV	advmod:neg	['không', 'buộc']	['3', '4']
*	nó	nó	PROPN	obj	['nó', 'buộc']	['5', '4']
:?	lại	lại	VERB	advmod:dir	['lại', 'buộc']	['6', '4']
*	nó	nó	PROPN	nsubj	['nó', 'đi']	['8', '10']
:tense	sẽ	sẽ	ADV	advmod	['sẽ', 'đi']	['9', '10']
:mod	lung tung	lung tung	ADJ	advmod:adj	['lung tung', 'đi']	['11', '10']
:ARG0	đi	đi	VERB	parataxis	['đi', 'đi']	['15', '10']
*	nó	nó	PROPN	nsubj	['nó', 'đi']	['13', '15']
:tense	sẽ	sẽ	ADV	advmod	['sẽ', 'đi']	['14', '15']
:?	lạc	lạc	VERB	compound:svc	['lạc', 'đi']	['16', '15']

# ::id 493
# ::snt - có cái tốt là với cái thùng ông cho tôi , ban đêm con cừu có thể dùng nó làm nhà ở .
root	dùng	dùng	VERB	root	['dùng', 'ROOT']	['17', '0']
:?	có	có	VERB	csubj:vsubj	['có', 'dùng']	['2', '17']
:ARG1	cái	cái	N	obj	['cái', 'có']	['3', '2']
:?	tốt	tốt	ADJ	amod	['tốt', 'cái']	['4', '3']
*	là	là	SCONJ	cop	['là', 'dùng']	['5', '17']
:ARG2	thùng	thùng	N	obl	['thùng', 'dùng']	['8', '17']
:accompainer	với	với	SCONJ	case	['với', 'thùng']	['6', '8']
:classifier	cái	cái	N	det:clf	['cái', 'thùng']	['7', '8']
*	cho	cho	VERB	acl	['cho', 'thùng']	['10', '8']
:ARG0	ông	ông	N	nsubj	['ông', 'cho']	['9', '10']
:ARG0	tôi	tôi	PROPN	obj	['tôi', 'cho']	['11', '10']
:dayperiod	ban đêm	ban đêm	N	obl:tmod	['ban đêm', 'dùng']	['13', '17']
:ARG0	cừu	cừu	N	nsubj	['cừu', 'dùng']	['15', '17']
:classifier	con	con	N	det:clf	['con', 'cừu']	['14', '15']
:possible	có thể	có thể	ADV	aux	['có thể', 'dùng']	['16', '17']
*	nó	nó	PROPN	obj	['nó', 'dùng']	['18', '17']
:ARG0-of	làm	làm	VERB	xcomp	['làm', 'dùng']	['19', '17']
:ARG1	nhà	nhà	N	obj	['nhà', 'làm']	['20', '19']
:location	ở	ở	VERB	compound:vmod	['ở', 'nhà']	['21', '20']

# ::id 494
# ::snt tức thì tôi loé lên một tia sáng nào đó , về sự có mặt bí ẩn của em , và đột nhiên tôi hỏi :
root	loé	loé	VERB	root	['loé', 'ROOT']	['3', '0']
:mod	tức thì	tức thì	ADV	advmod	['tức thì', 'loé']	['1', '3']
:ARG0	tôi	tôi	PROPN	nsubj	['tôi', 'loé']	['2', '3']
:direction	lên	lên	VERB	compound:dir	['lên', 'loé']	['4', '3']
:ARG1	tia	tia	N	obj	['tia', 'loé']	['6', '3']
*	một	một	NUM	nummod	['một', 'tia']	['5', '6']
:?	sáng	sáng	ADJ	amod	['sáng', 'tia']	['7', '6']
:mod	nào	nào	PROPN	det:pmod	['nào', 'tia']	['8', '6']
:domain	đó	đó	PROPN	fixed	['đó', 'nào']	['9', '8']
:?	sự	sự	N	appos:nmod	['sự', 'tia']	['12', '6']
:domain	về	về	ADV	case	['về', 'sự']	['11', '12']
:?	có mặt	có mặt	ADJ	amod	['có mặt', 'sự']	['13', '12']
:?	bí ẩn	bí ẩn	ADJ	amod	['bí ẩn', 'sự']	['14', '12']
:poss	em	em	N	nmod:poss	['em', 'sự']	['16', '12']
*	của	của	ADV	case	['của', 'em']	['15', '16']
:ARG0	hỏi	hỏi	VERB	conj	['hỏi', 'loé']	['21', '3']
*	và	và	CONJ	cc	['và', 'hỏi']	['18', '21']
:mod	đột nhiên	đột nhiên	ADV	advmod	['đột nhiên', 'hỏi']	['19', '21']
:ARG0	tôi	tôi	PROPN	nsubj	['tôi', 'hỏi']	['20', '21']

# ::id 495
# ::snt ví dụ ông gọi nó là tiểu hành tinh 3251 .
root	gọi	gọi	VERB	root	['gọi', 'ROOT']	['3', '0']
:ARG2	ví dụ	ví dụ	N	obl	['ví dụ', 'gọi']	['1', '3']
:ARG0	ông	ông	N	nsubj	['ông', 'gọi']	['2', '3']
*	nó	nó	PROPN	iobj	['nó', 'gọi']	['4', '3']
:ARG2	tiểu hành tinh	tiểu hành tinh	N	obl:comp	['tiểu hành tinh', 'gọi']	['6', '3']
*	là	là	AUX	cop	['là', 'tiểu hành tinh']	['5', '6']
:?	3251	3251	PROPN	nummod	['3251', 'tiểu hành tinh']	['7', '6']

# ::id 496
# ::snt tiểu hành tinh đó chỉ được trông thấy có một lần trong kính viễn vọng năm 1909 , bởi một nhà thiên văn Thổ Nhĩ Kỳ .
root	trông	trông	VERB	root	['trông', 'ROOT']	['5', '0']
:ARG1	tiểu hành tinh	tiểu hành tinh	N	nsubj:pass	['tiểu hành tinh', 'trông']	['1', '5']
:domain	đó	đó	PROPN	det:pmod	['đó', 'tiểu hành tinh']	['2', '1']
:mod	chỉ	chỉ	ADV	advmod	['chỉ', 'trông']	['3', '5']
*	được	được	AUX	aux:pass	['được', 'trông']	['4', '5']
:part-of	thấy	thấy	VERB	compound:svc	['thấy', 'trông']	['6', '5']
:ARG2	lần	lần	N	obl	['lần', 'trông']	['9', '5']
:?	có	có	PRT	advmod	['có', 'lần']	['7', '9']
*	một	một	NUM	nummod	['một', 'lần']	['8', '9']
:domain	kính viễn vọng	kính viễn vọng	N	obl	['kính viễn vọng', 'lần']	['11', '9']
:domain	trong	trong	ADV	case	['trong', 'kính viễn vọng']	['10', '11']
:unit	năm	năm	N	obl:tmod	['năm', 'lần']	['12', '9']
:quant	1909	1909	NUM	nummod	['1909', 'năm']	['13', '12']
:?	nhà	nhà	N	conj	['nhà', 'trông']	['17', '5']
:cause	bởi	bởi	ADV	case	['bởi', 'nhà']	['15', '17']
*	một	một	NUM	nummod	['một', 'nhà']	['16', '17']
:?	thiên văn	thiên văn	N	nmod	['thiên văn', 'nhà']	['18', '17']
:?	Thổ Nhĩ Kỳ	thổ nhĩ kỳ	PROPN	nmod	['thổ nhĩ kỳ', 'nhà']	['19', '17']

# ::id 497
# ::snt chỗ này thì ông hoàng nhỏ lớn quá .
root	lớn	lớn	ADJ	root	['lớn', 'ROOT']	['6', '0']
:ARG2	chỗ	chỗ	N	obl	['chỗ', 'lớn']	['1', '6']
:mod	này	này	PROPN	det:pmod	['này', 'chỗ']	['2', '1']
*	thì	thì	SCONJ	mark	['thì', 'lớn']	['3', '6']
:mod	ông hoàng	ông hoàng	N	nsubj	['ông hoàng', 'lớn']	['4', '6']
:mod	nhỏ	nhỏ	ADJ	amod	['nhỏ', 'ông hoàng']	['5', '4']
:mod	quá	quá	ADV	advmod	['quá', 'lớn']	['7', '6']

# ::id 498
# ::snt có lẽ em cho là tôi cũng như em .
root	cho	cho	VERB	root	['cho', 'ROOT']	['3', '0']
:mod	có lẽ	có lẽ	ADV	advmod	['có lẽ', 'cho']	['1', '3']
:ARG0	em	em	N	nsubj	['em', 'cho']	['2', '3']
:ARG0	tôi	tôi	PROPN	ccomp	['tôi', 'cho']	['5', '3']
*	là	là	SCONJ	mark	['là', 'tôi']	['4', '5']
:accompainer	em	em	N	obl:comp	['em', 'tôi']	['8', '5']
:mod	cũng	cũng	ADV	advmod	['cũng', 'em']	['6', '8']
:accompainer	như	như	SCONJ	case	['như', 'em']	['7', '8']

# ::id 499
# ::snt - tôi cứ tưởng còn ở nhà !
root	tưởng	tưởng	VERB	root	['tưởng', 'ROOT']	['4', '0']
:ARG0	tôi	tôi	PROPN	nsubj	['tôi', 'tưởng']	['2', '4']
:mod	cứ	cứ	ADV	advmod	['cứ', 'tưởng']	['3', '4']
:location	ở	ở	VERB	ccomp	['ở', 'tưởng']	['6', '4']
:mod	còn	còn	ADV	advmod	['còn', 'ở']	['5', '6']
:ARG1	nhà	nhà	N	obj	['nhà', 'ở']	['7', '6']

# ::id 500
# ::snt anh ta nghĩ : " đoá hoa của mình ở đâu đó trên kia ... "
root	nghĩ	nghĩ	VERB	root	['nghĩ', 'ROOT']	['3', '0']
:ARG0	anh	anh	N	nsubj	['anh', 'nghĩ']	['1', '3']
:mod	ta	ta	PROPN	det:pmod	['ta', 'anh']	['2', '1']
:location	ở	ở	VERB	parataxis	['ở', 'nghĩ']	['10', '3']
:ARG0-of	hoa	hoa	N	nsubj	['hoa', 'ở']	['7', '10']
:classifier	đoá	đoá	N	det:clf	['đoá', 'hoa']	['6', '7']
:poss	mình	mình	PROPN	nmod:poss	['mình', 'hoa']	['9', '7']
*	của	của	ADV	case	['của', 'mình']	['8', '9']
:ARG2	đâu đó	đâu đó	PROPN	obl	['đâu đó', 'ở']	['11', '10']
:mod	kia	kia	PROPN	obl	['kia', 'đâu đó']	['13', '11']
:direction	trên	trên	ADV	case	['trên', 'kia']	['12', '13']

# ::id 501
# ::snt tôi không biết nói với em thế nào nữa .
root	biết	biết	VERB	root	['biết', 'ROOT']	['3', '0']
:ARG0	tôi	tôi	PROPN	nsubj	['tôi', 'biết']	['1', '3']
:polarity	không	không	ADV	advmod:neg	['không', 'biết']	['2', '3']
:ARG0-of	nói	nói	VERB	xcomp	['nói', 'biết']	['4', '3']
:accompainer	em	em	N	obl:with	['em', 'nói']	['6', '4']
:accompainer	với	với	SCONJ	case	['với', 'em']	['5', '6']
:?	thế nào	thế nào	PROPN	obl:comp	['thế nào', 'nói']	['7', '4']
:mod	nữa	nữa	ADV	advmod	['nữa', 'nói']	['8', '4']

# ::id 502
# ::snt một buổi sáng , chúng hiện ra trong cỏ rồi lại héo tàn vào chiều tối .
root	hiện	hiện	VERB	root	['hiện', 'ROOT']	['6', '0']
:ord	buổi	buổi	N	obl:tmod	['buổi', 'hiện']	['2', '6']
*	một	một	NUM	nummod	['một', 'buổi']	['1', '2']
:ord	sáng	sáng	N	compound	['sáng', 'buổi']	['3', '2']
:ARG0	chúng	chúng	PROPN	nsubj	['chúng', 'hiện']	['5', '6']
:direction	ra	ra	VERB	compound:dir	['ra', 'hiện']	['7', '6']
:domain	cỏ	cỏ	N	obl	['cỏ', 'hiện']	['9', '6']
:domain	trong	trong	ADV	case	['trong', 'cỏ']	['8', '9']
:ARG0-of	héo	héo	VERB	conj	['héo', 'hiện']	['12', '6']
*	rồi	rồi	SCONJ	cc	['rồi', 'héo']	['10', '12']
:mod	lại	lại	ADV	advmod	['lại', 'héo']	['11', '12']
:?	tàn	tàn	VERB	compound:svc	['tàn', 'héo']	['13', '12']
:time	chiều tối	chiều tối	ADV	obl:tmod	['chiều tối', 'héo']	['15', '12']
*	vào	vào	VERB	case	['vào', 'chiều tối']	['14', '15']

# ::id 503
# ::snt hoa không muốn hiện ra nhàu nát như cái mồng gà .
root	hiện	hiện	VERB	root	['hiện', 'ROOT']	['4', '0']
:ARG0	hoa	hoa	N	nsubj	['hoa', 'hiện']	['1', '4']
:ARG1	muốn	muốn	AUX	aux	['muốn', 'hiện']	['3', '4']
:polarity	không	không	ADV	advmod:neg	['không', 'muốn']	['2', '3']
:direction	ra	ra	VERB	compound:dir	['ra', 'hiện']	['5', '4']
:mod	nhàu nát	nhàu nát	ADJ	advmod:adj	['nhàu nát', 'hiện']	['6', '4']
:mod	mồng	mồng	N	obl	['mồng', 'nhàu nát']	['9', '6']
:?	như	như	SCONJ	case	['như', 'mồng']	['7', '9']
:classifier	cái	cái	N	det:clf	['cái', 'mồng']	['8', '9']
:mod	gà	gà	N	nmod	['gà', 'mồng']	['10', '9']

# ::id 504
# ::snt hoa chậm rãi trang phục , sửa lại ngay ngắn từng cánh hoa .
root	chậm rãi	chậm rãi	ADJ	root	['chậm rãi', 'ROOT']	['2', '0']
:ARG0	hoa	hoa	N	nsubj	['hoa', 'chậm rãi']	['1', '2']
:?	trang phục	trang phục	VERB	xcomp:adj	['trang phục', 'chậm rãi']	['3', '2']
:ARG0-of	sửa	sửa	VERB	conj	['sửa', 'chậm rãi']	['5', '2']
:?	lại	lại	VERB	compound:svc	['lại', 'sửa']	['6', '5']
:mod	ngay ngắn	ngay ngắn	ADJ	advmod:adj	['ngay ngắn', 'sửa']	['7', '5']
:ARG1	hoa	hoa	N	obj	['hoa', 'sửa']	['10', '5']
:quant	từng	từng	NUM	nummod	['từng', 'hoa']	['8', '10']
:classifier	cánh	cánh	N	clf	['cánh', 'từng']	['9', '8']

# ::id 505
# ::snt hoa chỉ muốn lộ ra trong sắc hương rực rỡ .
root	lộ	lộ	VERB	root	['lộ', 'ROOT']	['4', '0']
:ARG0	hoa	hoa	N	nsubj	['hoa', 'lộ']	['1', '4']
:mod	chỉ	chỉ	ADV	advmod	['chỉ', 'lộ']	['2', '4']
:ARG1	muốn	muốn	AUX	aux	['muốn', 'lộ']	['3', '4']
:part-of	ra	ra	VERB	compound:svc	['ra', 'lộ']	['5', '4']
:domain	sắc	sắc	N	obl	['sắc', 'lộ']	['7', '4']
:domain	trong	trong	ADV	case	['trong', 'sắc']	['6', '7']
:part-of	hương	hương	N	compound	['hương', 'sắc']	['8', '7']
:?	rực rỡ	rực rỡ	ADJ	amod	['rực rỡ', 'sắc']	['9', '7']

# ::id 506
# ::snt và rồi tới một sớm mai , đúng giờ mặt trời mọc , nàng hiện ra .
root	hiện	hiện	VERB	root	['hiện', 'ROOT']	['14', '0']
*	và	và	CONJ	cc	['và', 'hiện']	['1', '14']
*	rồi	rồi	SCONJ	cc	['rồi', 'hiện']	['2', '14']
:?	tới	tới	VERB	advcl	['tới', 'hiện']	['3', '14']
:quant	sớm	sớm	N	obj	['sớm', 'tới']	['5', '3']
*	một	một	NUM	nummod	['một', 'sớm']	['4', '5']
:?	mai	mai	ADV	compound	['mai', 'sớm']	['6', '5']
:dayperiod	giờ	giờ	N	obl:tmod	['giờ', 'hiện']	['9', '14']
:mod	đúng	đúng	ADJ	advmod:adj	['đúng', 'giờ']	['8', '9']
:ARG0	mọc	mọc	VERB	acl	['mọc', 'giờ']	['11', '9']
:ARG0	mặt trời	mặt trời	N	nsubj	['mặt trời', 'mọc']	['10', '11']
:ARG0	nàng	nàng	N	nsubj	['nàng', 'hiện']	['13', '14']
:direction	ra	ra	VERB	compound:dir	['ra', 'hiện']	['15', '14']

# ::id 507
# ::snt - trên tinh cầu của anh không có hổ , ông hoàng nhỏ nhận xét .
root	có	có	VERB	root	['có', 'ROOT']	['7', '0']
:ARG2	tinh cầu	tinh cầu	N	obl	['tinh cầu', 'có']	['3', '7']
:direction	trên	trên	N	case	['trên', 'tinh cầu']	['2', '3']
:poss	anh	anh	N	nmod:poss	['anh', 'tinh cầu']	['5', '3']
*	của	của	ADV	case	['của', 'anh']	['4', '5']
:polarity	không	không	ADV	advmod:neg	['không', 'có']	['6', '7']
:ARG1	hổ	hổ	N	obj	['hổ', 'có']	['8', '7']
:ARG0	nhận xét	nhận xét	VERB	parataxis	['nhận xét', 'có']	['12', '7']
:ARG0-of	ông hoàng	ông hoàng	N	nsubj	['ông hoàng', 'nhận xét']	['10', '12']
:mod	nhỏ	nhỏ	ADJ	amod	['nhỏ', 'ông hoàng']	['11', '10']

# ::id 508
# ::snt tôi thì đang bực quá với cái đinh ốc , và tôi trả lời bừa :
root	bực	bực	VERB	root	['bực', 'ROOT']	['4', '0']
:ARG0	tôi	tôi	PROPN	nsubj	['tôi', 'bực']	['1', '4']
*	thì	thì	PRT	discourse	['thì', 'bực']	['2', '4']
:tense	đang	đang	ADV	advmod	['đang', 'bực']	['3', '4']
:mod	quá	quá	ADV	advmod	['quá', 'bực']	['5', '4']
:ARG2	đinh ốc	đinh ốc	N	obl:comp	['đinh ốc', 'bực']	['8', '4']
:accompainer	với	với	SCONJ	mark	['với', 'đinh ốc']	['6', '8']
:classifier	cái	cái	N	det:clf	['cái', 'đinh ốc']	['7', '8']
:ARG0	trả lời	trả lời	VERB	conj	['trả lời', 'bực']	['12', '4']
*	và	và	CONJ	cc	['và', 'trả lời']	['10', '12']
:ARG0	tôi	tôi	PROPN	nsubj	['tôi', 'trả lời']	['11', '12']
:mod	bừa	bừa	ADJ	advmod:adj	['bừa', 'trả lời']	['13', '12']

# ::id 509
# ::snt đáng lẽ tôi không bao giờ nên bỏ đi cả .
root	bỏ	bỏ	VERB	root	['bỏ', 'ROOT']	['6', '0']
:mod	đáng lẽ	đáng lẽ	ADV	advmod	['đáng lẽ', 'bỏ']	['1', '6']
:ARG0	tôi	tôi	PROPN	nsubj	['tôi', 'bỏ']	['2', '6']
:time	bao giờ	bao giờ	PROPN	obl:tmod	['bao giờ', 'bỏ']	['4', '6']
:polarity	không	không	ADV	advmod:neg	['không', 'bao giờ']	['3', '4']
:recommend	nên	nên	AUX	aux	['nên', 'bỏ']	['5', '6']
:part-of	đi	đi	VERB	compound:svc	['đi', 'bỏ']	['7', '6']
*	cả	cả	PRT	discourse	['cả', 'bỏ']	['8', '6']

# ::id 510
# ::snt - anh đã định đi lấy thì em bắt đầu nói !
root	bắt đầu	bắt đầu	VERB	root	['bắt đầu', 'ROOT']	['9', '0']
:?	định	định	VERB	advcl	['định', 'bắt đầu']	['4', '9']
:ARG0	anh	anh	N	nsubj	['anh', 'định']	['2', '4']
:tense	đã	đã	ADV	advmod	['đã', 'định']	['3', '4']
:?	đi	đi	VERB	xcomp	['đi', 'định']	['5', '4']
:?	lấy	lấy	VERB	compound:svc	['lấy', 'đi']	['6', '5']
*	thì	thì	SCONJ	mark	['thì', 'bắt đầu']	['7', '9']
:ARG0	em	em	N	nsubj	['em', 'bắt đầu']	['8', '9']
:ARG0-of	nói	nói	VERB	xcomp	['nói', 'bắt đầu']	['10', '9']

# ::id 511
# ::snt thế là cô nàng cố ho mạnh hơn nữa để bắt buộc cậu phải nhận lỗi .
root	cố	cố	VERB	root	['cố', 'ROOT']	['4', '0']
*	thế là	thế là	SCONJ	cc	['thế là', 'cố']	['1', '4']
:ARG0	nàng	nàng	N	nsubj	['nàng', 'cố']	['3', '4']
:classifier	cô	cô	N	det:clf	['cô', 'nàng']	['2', '3']
:ARG0-of	ho	ho	VERB	xcomp	['ho', 'cố']	['5', '4']
:mod	mạnh	mạnh	ADJ	advmod:adj	['mạnh', 'ho']	['6', '5']
:mod	hơn nữa	hơn nữa	X	advmod	['hơn nữa', 'cố']	['7', '4']
:purpose	bắt buộc	bắt buộc	VERB	advcl:objective	['bắt buộc', 'cố']	['9', '4']
